Area_m2,Probability_P(A_L_greater_than_Area)
941,0.7796742895459242
942,0.7792831939329435
943,0.7788921783614686
944,0.7785012435291704
945,0.7781103901305844
946,0.7777196188571169
947,0.7773289303970626
948,0.776938325435604
949,0.7765478046548306
950,0.7761573687337423
951,0.7757670183482629
952,0.7753767541712444
953,0.7749865768724824
954,0.7745964871187195
955,0.7742064855736626
956,0.7738165728979839
957,0.7734267497493373
958,0.7730370167823641
959,0.7726473746487025
960,0.7722578239969985
961,0.7718683654729139
962,0.7714789997191382
963,0.7710897273753928
964,0.7707005490784459
965,0.7703114654621199
966,0.7699224771573004
967,0.769533584791943
968,0.7691447889910876
969,0.7687560903768658
970,0.7683674895685076
971,0.7679789871823514
972,0.7675905838318583
973,0.7672022801276152
974,0.7668140766773446
975,0.7664259740859192
976,0.7660379729553627
977,0.7656500738848684
978,0.7652622774707987
979,0.7648745843067013
980,0.7644869949833162
981,0.7640995100885831
982,0.7637121302076522
983,0.7633248559228949
984,0.7629376878139074
985,0.7625506264575227
986,0.7621636724278253
987,0.76177682629615
988,0.7613900886310969
989,0.761003459998539
990,0.760616940961632
991,0.7602305320808206
992,0.7598442339138531
993,0.7594580470157809
994,0.7590719719389766
995,0.7586860092331387
996,0.7583001594452987
997,0.7579144231198349
998,0.7575288007984756
999,0.7571432930203122
1000,0.7567579003218038
1001,0.7563726232367922
1002,0.7559874622965034
1003,0.7556024180295611
1004,0.7552174909619929
1005,0.7548326816172413
1006,0.7544479905161681
1007,0.7540634181770708
1008,0.7536789651156812
1009,0.7532946318451814
1010,0.7529104188762095
1011,0.7525263267168696
1012,0.7521423558727365
1013,0.7517585068468706
1014,0.7513747801398214
1015,0.7509911762496353
1016,0.7506076956718671
1017,0.7502243388995915
1018,0.7498411064234003
1019,0.7494579987314236
1020,0.7490750163093276
1021,0.7486921596403324
1022,0.7483094292052146
1023,0.7479268254823132
1024,0.7475443489475462
1025,0.7471620000744105
1026,0.746779779333995
1027,0.7463976871949876
1028,0.746015724123684
1029,0.7456338905839932
1030,0.7452521870374504
1031,0.7448706139432186
1032,0.7444891717581046
1033,0.7441078609365606
1034,0.7437266819306958
1035,0.7433456351902843
1036,0.7429647211627681
1037,0.7425839402932753
1038,0.7422032930246188
1039,0.7418227797973072
1040,0.7414424010495533
1041,0.7410621572172837
1042,0.7406820487341457
1043,0.7403020760315089
1044,0.7399222395384838
1045,0.739542539681926
1046,0.7391629768864366
1047,0.7387835515743818
1048,0.7384042641658912
1049,0.738025115078872
1050,0.7376461047290108
1051,0.7372672335297903
1052,0.7368885018924848
1053,0.7365099102261792
1054,0.736131458937771
1055,0.7357531484319784
1056,0.7353749791113495
1057,0.7349969513762675
1058,0.7346190656249616
1059,0.7342413222535122
1060,0.7338637216558599
1061,0.7334862642238098
1062,0.7331089503470449
1063,0.7327317804131281
1064,0.7323547548075113
1065,0.7319778739135469
1066,0.7316011381124887
1067,0.731224547783502
1068,0.7308481033036754
1069,0.7304718050480197
1070,0.7300956533894831
1071,0.7297196486989519
1072,0.7293437913452663
1073,0.7289680816952183
1074,0.7285925201135657
1075,0.7282171069630365
1076,0.7278418426043363
1077,0.7274667273961566
1078,0.7270917616951809
1079,0.7267169458560938
1080,0.7263422802315849
1081,0.7259677651723586
1082,0.7255934010271422
1083,0.7252191881426888
1084,0.7248451268637872
1085,0.7244712175332726
1086,0.7240974604920234
1087,0.7237238560789803
1088,0.723350404631145
1089,0.7229771064835909
1090,0.7226039619694673
1091,0.7222309714200114
1092,0.7218581351645491
1093,0.7214854535305075
1094,0.7211129268434155
1095,0.7207405554269182
1096,0.7203683396027771
1097,0.7199962796908821
1098,0.7196243760092553
1099,0.7192526288740566
1100,0.7188810385995958
1101,0.7185096054983328
1102,0.7181383298808898
1103,0.7177672120560543
1104,0.7173962523307896
1105,0.717025451010237
1106,0.7166548083977259
1107,0.7162843247947775
1108,0.7159140005011166
1109,0.7155438358146711
1110,0.7151738310315853
1111,0.7148039864462217
1112,0.7144343023511694
1113,0.7140647790372542
1114,0.7136954167935354
1115,0.7133262159073239
1116,0.7129571766641798
1117,0.7125882993479234
1118,0.7122195842406408
1119,0.7118510316226925
1120,0.7114826417727136
1121,0.7111144149676254
1122,0.7107463514826403
1123,0.7103784515912704
1124,0.7100107155653282
1125,0.7096431436749393
1126,0.7092757361885439
1127,0.7089084933729053
1128,0.7085414154931169
1129,0.708174502812607
1130,0.7078077555931455
1131,0.7074411740948489
1132,0.7070747585761883
1133,0.706708509293998
1134,0.7063424265034727
1135,0.705976510458184
1136,0.7056107614100793
1137,0.7052451796094957
1138,0.7048797653051515
1139,0.7045145187441724
1140,0.704149440172078
1141,0.7037845298328038
1142,0.7034197879686956
1143,0.70305521482052
1144,0.7026908106274736
1145,0.7023265756271818
1146,0.701962510055715
1147,0.7015986141475778
1148,0.7012348881357346
1149,0.7008713322516014
1150,0.7005079467250608
1151,0.7001447317844585
1152,0.699781687656616
1153,0.6994188145668327
1154,0.6990561127388966
1155,0.6986935823950857
1156,0.6983312237561747
1157,0.697969037041441
1158,0.6976070224686708
1159,0.6972451802541637
1160,0.6968835106127391
1161,0.696522013757743
1162,0.6961606899010502
1163,0.6957995392530759
1164,0.695438562022775
1165,0.6950777584176491
1166,0.6947171286437572
1167,0.6943566729057117
1168,0.693996391406698
1169,0.6936362843484625
1170,0.693276351931335
1171,0.6929165943542207
1172,0.6925570118146136
1173,0.6921976045086005
1174,0.6918383726308637
1175,0.6914793163746915
1176,0.6911204359319758
1177,0.6907617314932286
1178,0.6904032032475724
1179,0.6900448513827632
1180,0.6896866760851807
1181,0.6893286775398406
1182,0.6889708559304029
1183,0.6886132114391674
1184,0.6882557442470876
1185,0.6878984545337735
1186,0.6875413424774961
1187,0.6871844082551949
1188,0.6868276520424743
1189,0.6864710740136263
1190,0.6861146743416136
1191,0.685758453198096
1192,0.6854024107534202
1193,0.6850465471766314
1194,0.6846908626354786
1195,0.684335357296417
1196,0.6839800313246154
1197,0.6836248848839603
1198,0.6832699181370615
1199,0.6829151312452547
1200,0.6825605243686119
1201,0.6822060976659396
1202,0.6818518512947903
1203,0.6814977854114608
1204,0.6811439001710013
1205,0.6807901957272227
1206,0.6804366722326955
1207,0.6800833298387592
1208,0.6797301686955228
1209,0.6793771889518775
1210,0.6790243907554909
1211,0.6786717742528214
1212,0.6783193395891182
1213,0.6779670869084226
1214,0.6776150163535848
1215,0.6772631280662543
1216,0.676911422186895
1217,0.6765598988547847
1218,0.6762085582080233
1219,0.6758574003835303
1220,0.6755064255170609
1221,0.6751556337432008
1222,0.6748050251953777
1223,0.674454600005856
1224,0.6741043583057598
1225,0.6737543002250517
1226,0.6734044258925627
1227,0.6730547354359807
1228,0.6727052289818609
1229,0.6723559066556295
1230,0.6720067685815883
1231,0.6716578148829219
1232,0.6713090456816891
1233,0.6709604610988524
1234,0.670612061254257
1235,0.6702638462666497
1236,0.6699158162536787
1237,0.6695679713318999
1238,0.6692203116167812
1239,0.6688728372227046
1240,0.6685255482629714
1241,0.6681784448498069
1242,0.6678315270943695
1243,0.6674847951067446
1244,0.6671382489959592
1245,0.6667918888699791
1246,0.6664457148357196
1247,0.6660997269990405
1248,0.66575392546476
1249,0.6654083103366562
1250,0.6650628817174675
1251,0.6647176397089001
